"date","team","opponent","goals_scored","location","match_weight"
2016-03-09,"France","England",0,"N",2
2016-03-09,"USA","Germany",2,"H",2
2016-03-10,"Cyprus","Lithuania",3,"H",1
2016-03-10,"Malta","Israel",1,"N",1
2016-03-11,"Malta","Lithuania",2,"N",1
2016-03-11,"Cyprus","Estonia",1,"H",1
2016-03-13,"Israel","Lithuania",2,"N",1
2016-03-13,"Estonia","Malta",0,"N",1
2016-03-15,"Israel","Estonia",2,"N",1
2016-03-15,"Cyprus","Malta",1,"H",1
2016-03-16,"Cyprus","Israel",0,"H",1
2016-03-16,"Estonia","Lithuania",3,"N",1
2016-03-25,"Cameroon","South Africa",0,"H",1
2016-03-28,"Cameroon","South Africa",2,"H",1
2016-04-06,"Israel","Norway",0,"H",2
2016-04-06,"Austria","Kazakhstan",6,"H",2
2016-04-07,"Montenegro","Republic of Ireland",0,"H",2
2016-04-07,"Poland","Denmark",0,"H",2
2016-04-08,"Turkey","Germany",0,"H",2
2016-04-08,"Slovakia","Sweden",0,"H",2
2016-04-08,"Ukraine","Albania",2,"H",2
2016-04-08,"Romania","France",0,"H",2
2016-04-08,"Portugal","Spain",1,"H",2
2016-04-08,"Scotland","Slovenia",3,"H",2
2016-04-08,"England","Belgium",1,"H",2
2016-04-08,"Hungary","Croatia",2,"H",2
2016-04-09,"Switzerland","Italy",2,"H",2
2016-04-10,"Austria","Norway",0,"H",2
2016-04-11,"France","Ukraine",4,"H",2
2016-04-12,"Belarus","Iceland",0,"H",2
2016-04-12,"Spain","Republic of Ireland",3,"H",2
2016-04-12,"Kazakhstan","Wales",0,"H",2
2016-04-12,"Montenegro","Finland",1,"H",2
2016-04-12,"Bosnia and Herzegovina","England",0,"H",2
2016-04-12,"Czech Republic","Georgia",4,"H",2
2016-04-12,"Russia","Hungary",3,"H",2
2016-04-12,"Slovakia","Poland",2,"H",2
2016-04-12,"Germany","Croatia",2,"H",2
2016-04-12,"Italy","Northern Ireland",3,"H",2
2016-04-12,"Slovenia","FYR Macedonia",8,"H",2
2016-04-12,"Belgium","Estonia",6,"H",2
2016-04-06,"Zimbabwe","Zambia",1,"H",2
2016-04-06,"Tunisia","Ghana",1,"H",2
2016-04-06,"Mali","Equatorial Guinea",1,"H",2
2016-04-07,"Egypt","C担te d'Ivoire",1,"H",2
2016-04-08,"Algeria","Kenya",2,"H",2
2016-04-08,"Senegal","Nigeria",1,"H",2
2016-04-09,"Botswana","South Africa",0,"H",2
2016-04-10,"Zambia","Zimbabwe",2,"H",2
2016-04-10,"Equatorial Guinea","Mali",2,"H",2
2016-04-11,"C担te d'Ivoire","Egypt",2,"H",2
2016-04-12,"Ghana","Tunisia",4,"H",2
2016-04-12,"Kenya","Algeria",1,"H",2
2016-04-12,"Nigeria","Senegal",2,"H",2
2016-04-12,"South Africa","Botswana",3,"H",2
2016-04-06,"USA","Colombia",7,"H",1
2016-04-07,"Netherlands","New Zealand",2,"H",1
2016-04-08,"Bulgaria","Cyprus",3,"H",1
2016-04-08,"China PR","Costa Rica",2,"H",1
2016-04-10,"USA","Colombia",3,"H",1
2016-04-10,"Netherlands","Canada",1,"H",1
2016-04-11,"China PR","Costa Rica",1,"H",1
2016-04-26,"Hungary","Albania",6,"H",1
2016-05-15,"South Africa","Zimbabwe",1,"H",1
2016-05-17,"Georgia","United Arab Emirates",3,"H",1
2016-05-20,"Georgia","United Arab Emirates",3,"H",1
2016-05-25,"Venezuela","Colombia",0,"H",1
2016-05-27,"Venezuela","Colombia",0,"H",1
2016-05-31,"Hungary","Bosnia and Herzegovina",0,"H",1
2016-06-02,"Kazakhstan","Israel",1,"H",2
2016-06-02,"Albania","Romania",0,"H",2
2016-06-02,"Russia","Turkey",2,"H",2
2016-06-02,"Poland","Sweden",0,"H",2
2016-06-02,"Norway","Austria",2,"H",2
2016-06-02,"Denmark","Slovakia",4,"H",2
2016-06-03,"Finland","Republic of Ireland",4,"H",2
2016-06-03,"FYR Macedonia","Slovenia",0,"H",2
2016-06-03,"Estonia","Belgium",0,"H",2
2016-06-03,"Scotland","Iceland",0,"H",2
2016-06-03,"Montenegro","Portugal",0,"H",2
2016-06-03,"Northern Ireland","Georgia",4,"H",2
2016-06-03,"France","Greece",1,"H",2
2016-06-04,"Czech Republic","Switzerland",0,"H",2
2016-06-04,"England","Serbia",7,"H",2
2016-06-06,"Sweden","Moldova",6,"H",2
2016-06-06,"Turkey","Hungary",2,"H",2
2016-06-06,"Estonia","Bosnia and Herzegovina",0,"H",2
2016-06-06,"Austria","Israel",4,"H",2
2016-06-06,"Croatia","Russia",0,"H",2
2016-06-07,"Belarus","Scotland",0,"H",2
2016-06-07,"Georgia","Italy",0,"H",2
2016-06-07,"Serbia","England",0,"H",2
2016-06-07,"Finland","Portugal",0,"H",2
2016-06-07,"Ukraine","Greece",2,"H",2
2016-06-07,"Wales","Norway",0,"H",2
2016-06-07,"Denmark","Poland",6,"H",2
2016-06-07,"Czech Republic","Northern Ireland",3,"H",2
2016-06-07,"Republic of Ireland","Montenegro",9,"H",2
2016-06-07,"Iceland","FYR Macedonia",8,"H",2
2016-06-02,"China PR","Thailand",6,"H",1
2016-06-02,"USA","Japan",3,"H",2
2016-06-04,"Australia","New Zealand",2,"H",1
2016-06-04,"Myanmar","Korea Republic",0,"H",1
2016-06-04,"Canada","Brazil",0,"H",2
2016-06-05,"China PR","Thailand",3,"H",1
2016-06-05,"USA","Japan",2,"H",2
2016-06-07,"Australia","New Zealand",1,"H",1
2016-06-07,"Myanmar","Korea Republic",1,"H",1
2016-06-07,"Netherlands","South Africa",2,"H",1
2016-06-07,"Canada","Brazil",1,"H",2
2016-06-24,"Nicaragua","El Salvador",0,"H",1
2016-06-26,"Nicaragua","El Salvador",0,"H",1
2016-06-26,"Luxembourg","United Arab Emirates",6,"H",1
2016-06-29,"Guam","Macau",5,"H",1
2016-06-29,"Luxembourg","United Arab Emirates",5,"H",1
2016-07-03,"Kenya","Uganda",4,"H",1
2016-07-09,"Myanmar","Thailand",1,"H",1
2016-07-09,"USA","South Africa",1,"H",1
2016-07-11,"Malaysia","Singapore",2,"H",1
2016-09-11,"Uganda","Kenya",0,"H",1
2016-09-12,"Tanzania","Rwanda",3,"N",1
2016-09-13,"Burundi","Kenya",0,"N",1
2016-09-14,"Rwanda","Ethiopia",2,"N",1
2016-09-15,"Uganda","Burundi",1,"H",1
2016-10-21,"Portugal","Romania",0,"H",2
2016-10-25,"Romania","Portugal",1,"H",2
2016-11-19,"Cameroon","Egypt",2,"H",3
2016-11-19,"South Africa","Zimbabwe",0,"N",3
2016-11-20,"Nigeria","Mali",6,"N",3
2016-11-20,"Ghana","Kenya",3,"N",3
2016-11-22,"Zimbabwe","Egypt",0,"N",3
2016-11-22,"Cameroon","South Africa",1,"H",3
2016-11-23,"Nigeria","Ghana",1,"N",3
2016-11-23,"Kenya","Mali",1,"N",3
2016-11-25,"Cameroon","Zimbabwe",2,"H",3
2016-11-25,"Egypt","South Africa",0,"N",3
2016-11-26,"Mali","Ghana",1,"N",3
2016-11-26,"Kenya","Nigeria",0,"N",3
2016-11-29,"Cameroon","Ghana",1,"H",3
2016-11-29,"Nigeria","South Africa",1,"N",3
2016-12-02,"Ghana","South Africa",1,"N",3
2016-12-03,"Cameroon","Nigeria",0,"H",3
2016-12-05,"Madagascar","Comoros",4,"H",1
2016-12-07,"Brazil","Costa Rica",6,"H",1
2016-12-07,"Russia","Italy",0,"N",1
2016-12-08,"Madagascar","Comoros",4,"H",1
2016-12-11,"Italy","Costa Rica",3,"N",1
2016-12-11,"Brazil","Russia",4,"H",1
2016-12-14,"Brazil","Italy",3,"H",1
2016-12-14,"Costa Rica","Russia",1,"N",1
2016-12-17,"Nepal","Malaysia",1,"H",1
2016-12-18,"United Arab Emirates","Maldives",0,"H",1
2016-12-18,"Brazil","Italy",5,"H",1
2016-12-18,"Russia","Costa Rica",1,"N",1
2016-12-21,"United Arab Emirates","Maldives",1,"H",1
2016-12-26,"Nepal","Bhutan",8,"N",1
2016-12-26,"Sri Lanka","Maldives",2,"N",1
2016-12-27,"India","Afghanistan",5,"H",1
2016-12-28,"Bhutan","Sri Lanka",0,"N",1
2016-12-28,"Maldives","Nepal",0,"N",1
2016-12-29,"Bangladesh","Afghanistan",6,"N",1
2016-12-30,"Nepal","Sri Lanka",1,"N",1
2016-12-30,"Maldives","Bhutan",3,"N",1
2016-12-31,"India","Bangladesh",0,"H",1
2017-01-02,"Bangladesh","Maldives",6,"N",1
2017-01-02,"India","Nepal",3,"H",1
2017-01-04,"Singapore","United Arab Emirates",0,"H",1
2017-01-04,"India","Bangladesh",3,"H",1
2017-01-06,"Singapore","United Arab Emirates",0,"H",1
2017-01-18,"Russia","Finland",0,"N",1
2017-01-19,"Norway","Sweden",2,"N",1
2017-01-19,"Myanmar","Ukraine",0,"N",1
2017-01-19,"China PR","Thailand",2,"H",1
2017-01-20,"Netherlands","Romania",7,"N",1
2017-01-21,"Bahrain","Maldives",5,"H",1
2017-01-21,"China PR","Myanmar",2,"H",1
2017-01-21,"Thailand","Ukraine",1,"N",1
2017-01-22,"Finland","Slovakia",3,"N",1
2017-01-22,"France","South Africa",2,"N",1
2017-01-22,"England","Norway",0,"N",1
2017-01-23,"Denmark","Scotland",1,"N",1
2017-01-23,"Romania","Slovakia",2,"N",1
2017-01-24,"Thailand","Myanmar",3,"N",1
2017-01-24,"Ukraine","China PR",0,"A",1
2017-01-24,"Russia","Netherlands",0,"N",1
2017-01-24,"Bahrain","Maldives",3,"H",1
2017-01-24,"England","Sweden",0,"N",2
2017-02-04,"Canada","Mexico",3,"H",1
2017-02-16,"Singapore","Bangladesh",3,"H",1
2017-02-17,"Malaysia","Bangladesh",2,"N",1
2017-02-18,"Singapore","Malaysia",0,"H",1
2017-02-28,"Albania","Montenegro",5,"H",1
2017-03-01,"Belgium","Switzerland",2,"N",1
2017-03-01,"Korea DPR","Italy",3,"N",1
2017-03-01,"Korea Republic","Austria",0,"N",1
2017-03-01,"New Zealand","Scotland",2,"N",1
2017-03-01,"England","France",1,"N",2
2017-03-01,"USA","Germany",1,"H",2
2017-03-01,"Denmark","Canada",0,"N",1
2017-03-01,"Netherlands","China PR",1,"N",1
2017-03-01,"Norway","Iceland",1,"N",1
2017-03-01,"Australia","Sweden",0,"N",2
2017-03-01,"Myanmar","Thailand",0,"H",1
2017-03-01,"Slovakia","Northern Ireland",0,"N",1
2017-03-01,"Czech Republic","Republic of Ireland",0,"N",1
2017-03-01,"Chinese Taipei","Slovenia",1,"N",1
2017-03-01,"Japan","Spain",1,"N",1
2017-03-01,"Portugal","Russia",0,"H",1
2017-03-01,"Hungary","Wales",0,"N",1
2017-03-02,"United Arab Emirates","Azerbaijan",2,"H",1
2017-03-03,"Republic of Ireland","Hungary",0,"N",1
2017-03-03,"Italy","Belgium",1,"N",1
2017-03-03,"Switzerland","Korea DPR",1,"N",1
2017-03-03,"Portugal","Denmark",0,"H",1
2017-03-03,"China PR","Sweden",0,"N",1
2017-03-03,"Slovenia","Slovakia",1,"N",1
2017-03-03,"Wales","Czech Republic",0,"N",1
2017-03-03,"Austria","New Zealand",3,"N",1
2017-03-03,"Northern Ireland","Chinese Taipei",8,"N",1
2017-03-03,"Romania","Kosovo",3,"N",1
2017-03-03,"Japan","Iceland",2,"N",1
2017-03-03,"Australia","Netherlands",3,"N",1
2017-03-03,"Russia","Canada",1,"N",1
2017-03-03,"Scotland","Korea Republic",0,"N",1
2017-03-03,"Spain","Norway",3,"N",1
2017-03-04,"USA","England",0,"H",2
2017-03-04,"France","Germany",0,"N",2
2017-03-05,"United Arab Emirates","Azerbaijan",0,"H",1
2017-03-05,"Serbia","Finland",2,"H",1
2017-03-05,"Turkey","Kosovo",4,"H",1
2017-03-05,"Poland","Romania",2,"N",1
2017-03-06,"Korea DPR","Belgium",4,"N",1
2017-03-06,"Italy","Switzerland",0,"N",1
2017-03-06,"New Zealand","Korea Republic",0,"N",1
2017-03-06,"Austria","Scotland",1,"N",1
2017-03-06,"Slovakia","Chinese Taipei",1,"N",1
2017-03-06,"Georgia","Moldova",1,"H",1
2017-03-06,"Republic of Ireland","Wales",1,"N",1
2017-03-06,"Northern Ireland","Slovenia",4,"N",1
2017-03-06,"Croatia","Bosnia and Herzegovina",0,"H",1
2017-03-06,"Iceland","Spain",0,"N",1
2017-03-06,"Norway","Japan",0,"N",1
2017-03-06,"Sweden","Netherlands",0,"N",1
2017-03-06,"China PR","Australia",1,"N",1
2017-03-06,"Czech Republic","Hungary",1,"N",1
2017-03-06,"Portugal","Canada",0,"H",1
2017-03-06,"Russia","Denmark",1,"N",1
2017-03-07,"Germany","England",1,"N",2
2017-03-07,"USA","France",0,"H",2
2017-03-07,"Turkey","Poland",1,"H",1
2017-03-08,"Switzerland","Korea Republic",1,"N",1
2017-03-08,"Portugal","Norway",0,"H",1
2017-03-08,"Sweden","Russia",4,"N",1
2017-03-08,"Australia","Denmark",1,"N",1
2017-03-08,"Iceland","China PR",2,"N",1
2017-03-08,"New Zealand","Hungary",3,"N",1
2017-03-08,"Italy","Czech Republic",6,"N",1
2017-03-08,"Croatia","Slovenia",3,"H",1
2017-03-08,"Korea DPR","Republic of Ireland",2,"N",1
2017-03-08,"Scotland","Wales",0,"N",1
2017-03-08,"Belgium","Austria",1,"N",1
2017-03-08,"Slovakia","Bosnia and Herzegovina",2,"N",1
2017-03-08,"Japan","Netherlands",2,"N",1
2017-03-08,"Spain","Canada",1,"N",1
2017-03-09,"United Arab Emirates","Uzbekistan",1,"H",1
2017-03-12,"Hong Kong","Singapore",2,"H",1
2017-03-12,"United Arab Emirates","Uzbekistan",0,"H",1
2017-03-29,"Trinidad and Tobago","Venezuela",1,"H",1
2017-04-06,"Estonia","Latvia",0,"N",3
2017-04-06,"Albania","Kosovo",3,"H",3
2017-04-06,"Moldova","Andorra",4,"N",3
2017-04-06,"Georgia","Kazakhstan",0,"H",3
2017-04-06,"Greece","Malta",1,"N",3
2017-04-06,"Montenegro","Turkey",0,"N",3
2017-04-06,"Lithuania","Israel",0,"H",3
2017-04-06,"Faroe Islands","Luxembourg",5,"H",3
2017-04-08,"Greece","Kosovo",6,"N",3
2017-04-08,"Kazakhstan","Latvia",2,"N",3
2017-04-08,"Lithuania","Moldova",0,"H",3
2017-04-08,"Albania","Malta",0,"H",3
2017-04-08,"Georgia","Estonia",2,"H",3
2017-04-08,"Faroe Islands","Montenegro",2,"H",3
2017-04-08,"Israel","Andorra",7,"N",3
2017-04-08,"Luxembourg","Turkey",1,"N",3
2017-04-11,"Kosovo","Malta",1,"N",3
2017-04-11,"Lithuania","Andorra",2,"H",3
2017-04-11,"Israel","Moldova",0,"N",3
2017-04-11,"Faroe Islands","Turkey",2,"H",3
2017-04-11,"Luxembourg","Montenegro",1,"N",3
2017-04-11,"Estonia","Kazakhstan",0,"N",3
2017-04-11,"Georgia","Latvia",1,"H",3
2017-04-11,"Albania","Greece",2,"H",3
2017-04-03,"Palestine","Thailand",0,"H",3
2017-04-03,"Hong Kong","Uzbekistan",1,"N",3
2017-04-03,"Bahrain","Jordan",0,"N",3
2017-04-03,"Iran","Myanmar",0,"N",3
2017-04-03,"Tajikistan","Iraq",1,"H",3
2017-04-03,"Singapore","Syria",1,"N",3
2017-04-03,"Philippines","United Arab Emirates",4,"N",3
2017-04-03,"Korea DPR","India",8,"H",3
2017-04-05,"India","Korea Republic",0,"N",3
2017-04-05,"Korea DPR","Hong Kong",5,"H",3
2017-04-05,"Palestine","Chinese Taipei",0,"H",3
2017-04-05,"Singapore","Iran",0,"N",3
2017-04-05,"Philippines","Iraq",4,"N",3
2017-04-05,"Tajikistan","Bahrain",0,"H",3
2017-04-05,"Vietnam","Syria",11,"H",3
2017-04-05,"Jordan","United Arab Emirates",6,"N",3
2017-04-07,"Uzbekistan","India",7,"N",3
2017-04-07,"Korea DPR","Korea Republic",1,"H",3
2017-04-07,"Myanmar","Syria",14,"N",3
2017-04-07,"United Arab Emirates","Bahrain",1,"N",3
2017-04-07,"Tajikistan","Philippines",0,"H",3
2017-04-07,"Vietnam","Singapore",8,"H",3
2017-04-07,"Thailand","Chinese Taipei",1,"N",3
2017-04-07,"Jordan","Iraq",10,"N",3
2017-04-09,"Hong Kong","Korea Republic",0,"N",3
2017-04-09,"Korea DPR","Uzbekistan",4,"H",3
2017-04-09,"Myanmar","Singapore",6,"N",3
2017-04-09,"Vietnam","Iran",6,"H",3
2017-04-10,"Iraq","United Arab Emirates",0,"N",3
2017-04-10,"Tajikistan","Jordan",2,"H",3
2017-04-10,"Philippines","Bahrain",1,"N",3
2017-04-11,"India","Hong Kong",2,"N",3
2017-04-11,"Korea Republic","Uzbekistan",4,"N",3
2017-04-11,"Syria","Iran",0,"N",3
2017-04-11,"Vietnam","Myanmar",2,"H",3
2017-04-12,"Jordan","Philippines",5,"N",3
2017-04-12,"Tajikistan","United Arab Emirates",0,"H",3
2017-04-12,"Bahrain","Iraq",4,"N",3
2017-04-05,"Wales","Northern Ireland",3,"H",1
2017-04-05,"Hungary","Slovenia",2,"H",1
2017-04-06,"Slovakia","Iceland",0,"H",1
2017-04-06,"USA","Russia",4,"H",1
2017-04-06,"China PR","Croatia",2,"H",1
2017-04-06,"Cyprus","Bulgaria",0,"H",1
2017-04-06,"Sweden","Canada",0,"H",2
2017-04-07,"Netherlands","France",1,"H",1
2017-04-07,"Poland","Finland",1,"H",1
2017-04-07,"England","Italy",1,"H",1
2017-04-08,"Belgium","Spain",1,"H",1
2017-04-09,"China PR","Croatia",2,"H",1
2017-04-09,"Japan","Costa Rica",3,"H",1
2017-04-09,"Germany","Canada",2,"H",2
2017-04-09,"USA","Russia",5,"H",1
2017-04-09,"Brazil","Bolivia",6,"H",1
2017-04-10,"Republic of Ireland","Slovakia",1,"H",1
2017-04-10,"Norway","Switzerland",2,"H",1
2017-04-10,"England","Austria",3,"H",1
2017-04-11,"Belarus","Poland",0,"H",1
2017-04-11,"Netherlands","Iceland",4,"H",1
2017-04-11,"Denmark","Finland",5,"H",1
2017-04-11,"Belgium","Scotland",5,"H",1
2017-05-22,"Malaysia","Nepal",1,"H",1
2017-05-24,"Malaysia","Nepal",4,"H",1
2013-01-12,"Malta","Cyprus",1,"A",1
2013-01-12,"Nepal","Kuwait",8,"A",1
2013-01-12,"Canada","China PR",1,"A",1
2013-01-12,"Korea Republic","Norway",0,"N",1
2013-01-14,"Korea Republic","Canada",3,"N",1
2013-01-14,"Norway","China PR",1,"A",1
2013-01-15,"Wales","Greece",3,"A",1
2013-01-16,"Korea Republic","China PR",0,"A",1
2013-01-16,"Canada","Norway",0,"N",1
2013-01-16,"Russia","Spain",1,"A",1
2013-02-09,"Netherlands","Belgium",3,"A",1
2013-02-09,"Scotland","USA",1,"A",1
2013-02-11,"Jordan","Iran",1,"A",1
2013-02-12,"Denmark","Spain",0,"A",1
2013-02-13,"Greece","Cyprus",3,"A",1
2013-02-13,"Jordan","Iran",0,"A",1
2013-02-13,"Scotland","USA",1,"A",1
2013-02-13,"Austria","Belgium",0,"A",1
2013-02-13,"Germany","France",3,"A",2
2013-02-14,"Russia","Finland",0,"A",1
2013-02-16,"Lithuania","Latvia",2,"A",1
2013-03-05,"Zimbabwe","Uruguay",3,"A",1
2013-03-06,"Brazil","France",2,"A",2
2013-03-06,"Panama","Guatemala",2,"N",1
2013-03-06,"Belize","Costa Rica",0,"A",1
2013-03-06,"El Salvador","Nicaragua",1,"N",1
2013-03-06,"Norway","Japan",2,"N",1
2013-03-06,"China PR","Sweden",1,"N",1
2013-03-06,"Germany","Denmark",0,"N",1
2013-03-06,"Iceland","USA",0,"N",1
2013-03-06,"Mexico","Hungary",1,"N",1
2013-03-06,"Republic of Ireland","Northern Ireland",5,"N",1
2013-03-06,"Scotland","New Zealand",0,"N",1
2013-03-06,"Switzerland","Canada",0,"N",1
2013-03-06,"Korea Republic","South Africa",2,"N",1
2013-03-06,"Italy","England",2,"N",1
2013-03-06,"Finland","Netherlands",1,"N",1
2013-03-06,"Wales","Portugal",0,"A",1
2013-03-07,"Bosnia and Herzegovina","Russia",0,"N",1
2013-03-07,"Czech Republic","Croatia",1,"A",1
2013-03-08,"South Africa","Republic of Ireland",0,"N",1
2013-03-08,"Bosnia and Herzegovina","Slovakia",4,"N",1
2013-03-08,"Nicaragua","Costa Rica",0,"A",1
2013-03-08,"Slovenia","Croatia",2,"A",1
2013-03-08,"Honduras","Panama",2,"N",1
2013-03-08,"Northern Ireland","Korea Republic",0,"N",1
2013-03-08,"Japan","Germany",1,"N",2
2013-03-08,"USA","China PR",5,"N",1
2013-03-08,"Sweden","Iceland",6,"N",1
2013-03-08,"Denmark","Norway",0,"N",1
2013-03-08,"Belize","El Salvador",0,"N",1
2013-03-08,"New Zealand","Italy",2,"N",1
2013-03-08,"Netherlands","Switzerland",1,"N",1
2013-03-08,"Canada","Finland",2,"N",1
2013-03-08,"England","Scotland",4,"N",1
2013-03-08,"Hungary","Portugal",2,"A",1
2013-03-08,"Wales","Mexico",1,"N",1
2013-03-09,"Slovakia","Russia",0,"N",1
2013-03-09,"Brazil","France",1,"A",2
2013-03-09,"Zimbabwe","Uruguay",2,"A",1
2013-03-09,"Slovenia","Czech Republic",1,"N",1
2013-03-10,"Guatemala","Honduras",6,"N",1
2013-03-10,"El Salvador","Costa Rica",1,"A",1
2013-03-10,"Nicaragua","Belize",2,"N",1
2013-03-11,"Bosnia and Herzegovina","Slovenia",0,"N",1
2013-03-11,"Czech Republic","Russia",0,"N",1
2013-03-11,"Slovakia","Croatia",0,"A",1
2013-03-11,"Northern Ireland","South Africa",1,"N",1
2013-03-11,"Republic of Ireland","Korea Republic",0,"N",1
2013-03-11,"Mexico","Portugal",3,"A",1
2013-03-11,"Hungary","Wales",1,"N",1
2013-03-11,"Japan","Denmark",2,"N",1
2013-03-11,"Iceland","China PR",0,"N",1
2013-03-11,"Norway","Germany",0,"N",1
2013-03-11,"Scotland","Italy",2,"N",1
2013-03-11,"New Zealand","England",1,"N",1
2013-03-11,"USA","Sweden",1,"N",2
2013-03-11,"Canada","Netherlands",1,"N",1
2013-03-11,"Switzerland","Finland",3,"N",1
2013-03-12,"Panama","Costa Rica",0,"A",1
2013-03-12,"Nicaragua","Guatemala",2,"N",1
2013-03-13,"Northern Ireland","South Africa",1,"N",1
2013-03-13,"Italy","Korea Republic",1,"N",1
2013-03-13,"Iceland","Hungary",4,"N",1
2013-03-13,"USA","Germany",2,"N",2
2013-03-13,"Finland","Republic of Ireland",1,"N",1
2013-03-13,"Wales","Portugal",1,"A",1
2013-03-13,"China PR","Japan",0,"N",1
2013-03-13,"Sweden","Norway",2,"N",1
2013-03-13,"Switzerland","New Zealand",1,"N",1
2013-03-13,"Netherlands","Scotland",0,"N",1
2013-03-13,"Denmark","Mexico",3,"N",1
2013-03-13,"Canada","England",0,"N",2
2013-03-14,"Guatemala","Panama",5,"N",1
2013-03-15,"Nicaragua","Costa Rica",0,"A",1
2013-03-20,"Estonia","Luxembourg",1,"A",1
2013-03-30,"Estonia","Latvia",5,"A",1
2013-04-04,"Albania","Malta",1,"A",3
2013-04-04,"Latvia","Luxembourg",0,"N",3
2013-04-04,"Montenegro","Faroe Islands",3,"N",3
2013-04-04,"Georgia","Lithuania",4,"A",3
2013-04-06,"Latvia","Albania",0,"N",3
2013-04-06,"Luxembourg","Malta",0,"A",3
2013-04-06,"Montenegro","Georgia",2,"N",3
2013-04-06,"Faroe Islands","Lithuania",1,"A",3
2013-04-09,"Albania","Luxembourg",2,"N",3
2013-04-09,"Latvia","Malta",0,"A",3
2013-04-09,"Georgia","Faroe Islands",1,"N",3
2013-04-09,"Montenegro","Lithuania",1,"A",3
2013-04-01,"Palestine","Jordan",0,"A",1
2013-04-03,"Palestine","Jordan",2,"A",1
2013-04-04,"Canada","France",1,"A",2
2013-04-04,"Finland","Slovakia",0,"A",1
2013-04-05,"USA","Germany",3,"A",2
2013-04-05,"Netherlands","Denmark",1,"A",1
2013-04-06,"Iceland","Sweden",0,"A",1
2013-04-06,"Norway","Switzerland",1,"A",1
2013-04-07,"Italy","Austria",3,"A",1
2013-04-07,"Canada","England",0,"A",2
2013-04-07,"Wales","Scotland",1,"A",1
2013-04-07,"Finland","Slovakia",1,"A",1
2013-04-07,"Swaziland","Mozambique",4,"A",1
2013-04-08,"Russia","Denmark",1,"A",1
2013-04-09,"USA","Netherlands",3,"A",1
2013-04-17,"Hungary","Slovenia",4,"A",1
2013-04-26,"Jordan","Vietnam",1,"A",1
2013-04-28,"Jordan","Vietnam",0,"A",1
2013-05-21,"Philippines","Iran",6,"N",3
2013-05-21,"Thailand","Bangladesh",9,"A",3
2013-05-21,"Chinese Taipei","Palestine",6,"A",3
2013-05-21,"India","Myanmar",0,"N",3
2013-05-22,"Vietnam","Bahrain",8,"A",3
2013-05-22,"Kyrgyzstan","Hong Kong",1,"N",3
2013-05-23,"Thailand","Philippines",1,"N",3
2013-05-23,"Iran","Bangladesh",2,"A",3
2013-05-23,"Myanmar","Palestine",9,"A",3
2013-05-23,"Chinese Taipei","India",2,"N",3
2013-05-24,"Hong Kong","Bahrain",3,"A",3
2013-05-24,"Vietnam","Kyrgyzstan",12,"N",3
2013-05-25,"Iran","Thailand",1,"N",3
2013-05-25,"Philippines","Bangladesh",4,"A",3
2013-05-25,"India","Palestine",1,"A",3
2013-05-25,"Chinese Taipei","Myanmar",0,"N",3
2013-05-26,"Hong Kong","Vietnam",0,"N",3
2013-05-26,"Kyrgyzstan","Bahrain",1,"A",3
2013-05-14,"India","Bahrain",2,"A",1
2013-05-16,"Vietnam","Jordan",5,"A",1
2013-05-16,"India","Bahrain",2,"A",1
2013-05-18,"Vietnam","Jordan",2,"A",1
2013-05-29,"FYR Macedonia","Albania",4,"A",1
2013-06-01,"Scotland","Iceland",3,"A",1
2013-06-01,"Finland","France",0,"A",1
2013-06-01,"Norway","Sweden",1,"A",1
2013-06-01,"Greece","Romania",0,"A",1
2013-06-05,"Kuwait","Uzbekistan",0,"N",3
2013-06-05,"Lebanon","Jordan",0,"A",3
2013-06-07,"Uzbekistan","Lebanon",4,"N",3
2013-06-07,"Kuwait","Jordan",0,"A",3
2013-06-09,"Kuwait","Lebanon",1,"N",3
2013-06-09,"Uzbekistan","Jordan",0,"A",3
2013-06-01,"Scotland","Iceland",3,"A",1
2013-06-01,"Finland","France",0,"A",1
2013-06-01,"Norway","Sweden",1,"A",1
2013-06-01,"Greece","Romania",0,"A",1
2013-06-02,"USA","Canada",3,"A",2
2013-06-02,"Ukraine","Belgium",0,"A",1
2013-06-02,"Austria","Slovenia",3,"A",1
2013-06-02,"Zimbabwe","Zambia",3,"A",1
2013-06-09,"Mozambique","South Africa",0,"A",1
2013-06-13,"New Zealand","Australia",0,"A",1
2013-06-15,"Korea Republic","USA",1,"A",1
2013-06-15,"Zimbabwe","South Africa",1,"A",1
2013-06-15,"Scotland","Germany",0,"A",1
2013-06-16,"New Zealand","Australia",1,"A",1
2013-06-17,"Wales","Slovakia",2,"A",1
2013-06-18,"Austria","Republic of Ireland",2,"A",1
2013-06-19,"Romania","Serbia",2,"A",1
2013-06-19,"Canada","Germany",0,"A",2
2013-06-19,"Switzerland","Finland",2,"A",1
2013-06-19,"Wales","Slovakia",1,"A",1
2013-06-19,"Brazil","Sweden",1,"A",2
2013-06-20,"Korea Republic","USA",0,"A",1
2013-06-20,"Iceland","Denmark",0,"A",1
2013-06-20,"New Zealand","Japan",1,"A",1
2013-06-22,"Czech Republic","Poland",0,"A",1
2013-06-22,"Ukraine","Russia",0,"A",1
2013-06-25,"Qatar","Maldives",0,"A",1
2013-06-26,"Japan","England",1,"A",2
2013-06-27,"Qatar","Maldives",0,"A",1
